name,status,recommended classification,mass,detection method,year fell or found,latitude,longitude
Grove Mountains 020150,Valid,H6,2.02,Found,2003,-72.97778,75.26556
Grove Mountains 020151,Valid,L6,1.45,Found,2003,-72.97972,75.26333
Grove Mountains 020152,Valid,L6,2.53,Found,2003,-72.97972,75.26361
Grove Mountains 020153,Valid,H5,1.6,Found,2003,-72.98056,75.26417
Grove Mountains 020154,Valid,L5,1.51,Found,2003,-72.98083,75.26111
Grove Mountains 020155,Valid,L6,612.0,Found,2003,-72.97722,75.26833
Grove Mountains 020156,Valid,L5,2.65,Found,2003,-72.97722,75.26806
Grove Mountains 020157,Valid,L5,4.8,Found,2003,-72.97722,75.26778
Grove Mountains 020158,Valid,L4,1101.8,Found,2003,-72.97667,75.27083
Grove Mountains 020159,Valid,L5,1.54,Found,2003,-72.97861,75.26111
Grove Mountains 020160,Valid,H5,3.72,Found,2003,-72.97833,75.26056
Grove Mountains 020161,Valid,L6,7.6,Found,2003,-72.97889,75.26111
Grove Mountains 020162,Valid,H3,2.31,Found,2003,-72.97611,75.26694
Grove Mountains 020163,Valid,L6,3.42,Found,2003,-72.97639,75.265
Grove Mountains 020164,Valid,L3,5.2,Found,2003,-72.97667,75.26583
Grove Mountains 020165,Valid,L3,6.96,Found,2003,-72.97639,75.26306
Grove Mountains 020166,Valid,H3,8.02,Found,2003,-72.9775,75.26306
Grove Mountains 020167,Valid,L6,7.48,Found,2003,-72.97806,75.26361
Grove Mountains 020168,Valid,H5,11.5,Found,2003,-72.97806,75.26333
Grove Mountains 020169,Valid,L3,4.78,Found,2003,-72.97806,75.26028
Grove Mountains 020171,Valid,Mesosiderite,0.55,Found,2003,-72.976111,75.266389
Grove Mountains 020172,Valid,L6,1.05,Found,2003,-72.9775,75.26306
Grove Mountains 020173,Valid,L4,2.62,Found,2003,-72.97639,75.26389
Grove Mountains 020174,Valid,L6,56.05,Found,2003,-72.78167,75.30278
Grove Mountains 020175,Valid,Mesosiderite,1.54,Found,2003,-72.97917,75.26167
Grove Mountains 020178,Valid,H6,1.6,Found,2003,-72.97806,75.26194
Grove Mountains 020179,Valid,L5,1.29,Found,2003,-72.97917,75.26694
Grove Mountains 020180,Valid,H5,0.55,Found,2003,-72.9775,75.264167
Grove Mountains 020181,Valid,H6,23.1,Found,2003,-72.99444,75.26444
Grove Mountains 020182,Valid,L6,1.04,Found,2003,-72.99444,75.26361
Grove Mountains 020183,Valid,L6,0.85,Found,2003,-72.994722,75.263333
