name,status,recommended classification,mass,detection method,year fell or found,latitude,longitude
Northwest Africa 6610,Valid,LL4/5,110.0,Found,2010,0.0,0.0
Northwest Africa 6611,Valid,LL3.8,45.0,Found,2010,0.0,0.0
Northwest Africa 6612,Valid,CV3,194.0,Found,2010,0.0,0.0
Northwest Africa 6613,Valid,LL6,161.0,Found,2010,0.0,0.0
Northwest Africa 6614,Valid,H5,174.0,Found,2010,0.0,0.0
Northwest Africa 6615,Valid,L3.8,187.0,Found,2010,0.0,0.0
Northwest Africa 6616,Valid,L5-6,770.0,Found,2008,0.0,0.0
Northwest Africa 6617,Valid,H3.6,71.0,Found,2009,0.0,0.0
Northwest Africa 6618,Valid,Eucrite-mmict,237.0,Found,2011,0.0,0.0
Northwest Africa 6619,Valid,CV3,3367.0,Found,2011,0.0,0.0
Northwest Africa 6620,Valid,Howardite,89.0,Found,2011,0.0,0.0
Northwest Africa 6621,Valid,H4,24000.0,Found,2011,0.0,0.0
Northwest Africa 6622,Valid,L5,3500.0,Found,2011,0.0,0.0
Northwest Africa 6623,Valid,H5,4000.0,Found,2011,0.0,0.0
Northwest Africa 6624,Valid,H5/6,8000.0,Found,2011,0.0,0.0
Northwest Africa 6625,Valid,H4,6200.0,Found,2011,0.0,0.0
Northwest Africa 6626,Valid,L3.9,3300.0,Found,2011,0.0,0.0
Northwest Africa 6627,Valid,L5,7000.0,Found,2011,0.0,0.0
Northwest Africa 6628,Valid,L6,1700.0,Found,2011,0.0,0.0
Northwest Africa 6629,Valid,LL5,1100.0,Found,2011,0.0,0.0
Northwest Africa 6630,Valid,L5,1000.0,Found,2011,0.0,0.0
Northwest Africa 6632,Valid,LL6,300.0,Found,2011,0.0,0.0
Northwest Africa 6633,Valid,L6,800.0,Found,2011,0.0,0.0
Northwest Africa 6634,Valid,L5,650.0,Found,2011,0.0,0.0
Northwest Africa 6635,Valid,L6,225.0,Found,2011,0.0,0.0
Northwest Africa 6636,Valid,L6,500.0,Found,2011,0.0,0.0
Northwest Africa 6637,Valid,L5,700.0,Found,2011,0.0,0.0
Northwest Africa 6638,Valid,L6,400.0,Found,2011,0.0,0.0
Northwest Africa 6639,Valid,L5/6,1400.0,Found,2011,0.0,0.0
Northwest Africa 6640,Valid,H5/6,2200.0,Found,2011,0.0,0.0
Northwest Africa 6641,Valid,L6,1600.0,Found,2011,0.0,0.0
Northwest Africa 6642,Valid,L6,2500.0,Found,2011,0.0,0.0
Northwest Africa 6643,Valid,L6,1725.0,Found,2011,0.0,0.0
Northwest Africa 6644,Valid,L6,1100.0,Found,2011,0.0,0.0
Northwest Africa 6645,Valid,H3-6,375.0,Found,2011,0.0,0.0
Northwest Africa 6646,Valid,L6,1700.0,Found,2011,0.0,0.0
Northwest Africa 6647,Valid,H4,400.0,Found,2011,0.0,0.0
Northwest Africa 6648,Valid,L5/6,540.0,Found,2011,0.0,0.0
Northwest Africa 6649,Valid,H5,500.0,Found,2011,0.0,0.0
Northwest Africa 6650,Valid,L6,375.0,Found,2011,0.0,0.0
Northwest Africa 6651,Valid,L6,250.0,Found,2011,0.0,0.0
Northwest Africa 6652,Valid,L5/6,450.0,Found,2011,0.0,0.0
Northwest Africa 6653,Valid,L5,425.0,Found,2011,0.0,0.0
Northwest Africa 6654,Valid,L4,200.0,Found,2011,0.0,0.0
Northwest Africa 6655,Valid,L6,590.0,Found,2011,0.0,0.0
Northwest Africa 6671,Valid,Eucrite-pmict,233.7,Found,2010,0.0,0.0
Northwest Africa 6672,Valid,Mesosiderite,99.6,Found,2010,0.0,0.0
Northwest Africa 6673,Valid,Pallasite,99.8,Found,2010,0.0,0.0
Northwest Africa 6674,Valid,LL4,291.0,Found,2010,0.0,0.0
Northwest Africa 6675,Valid,Aubrite,510.0,Found,2010,0.0,0.0
Northwest Africa 6676,Valid,H5,1800.0,Found,2010,0.0,0.0
Northwest Africa 6677,Valid,L4-melt breccia,5200.0,Found,2010,0.0,0.0
Northwest Africa 6678,Valid,LL4,64.0,Found,2010,0.0,0.0
Northwest Africa 6679,Valid,LL5,266.0,Found,2010,0.0,0.0
Northwest Africa 6680,Valid,EL6,195.0,Found,2010,0.0,0.0
Northwest Africa 6681,Valid,LL5/6,150.0,Found,2010,0.0,0.0
Northwest Africa 6682,Valid,H6,13000.0,Found,2010,0.0,0.0
Northwest Africa 6683,Valid,H6,50.0,Found,2010,0.0,0.0
Northwest Africa 6684,Valid,H3-6,39.0,Found,2010,0.0,0.0
Northwest Africa 6685,Valid,Lodranite,524.0,Found,2010,0.0,0.0
Northwest Africa 6686,Valid,Howardite,62.0,Found,2010,0.0,0.0
Northwest Africa 6687,Valid,Lunar (feldsp. breccia),42.4,Found,2010,0.0,0.0
Northwest Africa 6688,Valid,LL5,114.6,Found,2010,0.0,0.0
Northwest Africa 6689,Valid,H4,295.0,Found,2010,0.0,0.0
Northwest Africa 6690,Valid,Diogenite,88.3,Found,2010,0.0,0.0
Northwest Africa 6691,Valid,LL5,57.7,Found,2010,0.0,0.0
Northwest Africa 6692,Valid,LL5,44.6,Found,2010,0.0,0.0
Northwest Africa 6693,Valid,Achondrite-ung,5100.0,Found,2011,0.0,0.0
Northwest Africa 6694,Valid,Eucrite-pmict,5005.0,Found,2011,0.0,0.0
Northwest Africa 6695,Valid,Howardite,538.0,Found,2011,0.0,0.0
Northwest Africa 6696,Valid,LL3.6,10.0,Found,2007,0.0,0.0
Northwest Africa 6697,Valid,C2-ung,67.05,Found,2010,0.0,0.0
Northwest Africa 6698,Valid,Achondrite-ung,38.4,Found,2010,0.0,0.0
Northwest Africa 6701,Valid,CO3.1,80.0,Found,2011,0.0,0.0
Northwest Africa 6704,Valid,Achondrite-ung,8387.0,Found,,0.0,0.0
Northwest Africa 6706,Valid,L6-melt breccia,2109.0,Found,2011,0.0,0.0
Northwest Africa 6707,Valid,Eucrite,91.5,Found,2011,0.0,0.0
Northwest Africa 6709,Valid,Howardite-an,494.0,Found,2011,0.0,0.0
Northwest Africa 6710,Valid,Martian (shergottite),74.4,Found,2011,0.0,0.0
Northwest Africa 6711,Valid,Eucrite,714.0,Found,2009,0.0,0.0
Northwest Africa 6712,Valid,Eucrite,3758.0,Found,2009,0.0,0.0
Northwest Africa 6713,Valid,Mesosiderite,277.0,Found,2010,0.0,0.0
Northwest Africa 6714,Valid,L3.1,93.7,Found,2010,0.0,0.0
Northwest Africa 6715,Valid,L6,470.0,Found,2006,0.0,0.0
Northwest Africa 6716,Valid,"Iron, IIE",293.0,Found,2010,0.0,0.0
Northwest Africa 6719,Valid,LL4,134.0,Found,2011,0.0,0.0
Northwest Africa 6720,Valid,CM2,6.5,Found,2011,0.0,0.0
Northwest Africa 6721,Valid,Lunar (feldsp. breccia),181.0,Found,2011,0.0,0.0
Northwest Africa 6723,Valid,Howardite,141.8,Found,2011,0.0,0.0
Northwest Africa 6724,Valid,Mesosiderite,119.0,Found,2011,0.0,0.0
Northwest Africa 6725,Valid,CM2,32.64,Found,2011,0.0,0.0
Northwest Africa 6727,Valid,L5,88000.0,Found,2006,0.0,0.0
Northwest Africa 6728,Valid,L,599.0,Found,2009,0.0,0.0
Northwest Africa 6729,Valid,H~4,113.0,Found,2009,0.0,0.0
Northwest Africa 6730,Valid,Eucrite,51.0,Found,2010,0.0,0.0
Northwest Africa 6731,Valid,Eucrite-cm,13.7,Found,2007,0.0,0.0
Northwest Africa 6732,Valid,L6,200.9,Found,2009,0.0,0.0
Northwest Africa 6733,Valid,H5,2335.0,Found,2009,0.0,0.0
Northwest Africa 6734,Valid,EL6,50.3,Found,2004,0.0,0.0
Northwest Africa 6735,Valid,L/LL4,44.0,Found,2010,0.0,0.0
Northwest Africa 6736,Valid,L6,165.0,Found,2009,0.0,0.0
Northwest Africa 6737,Valid,H~5,324.0,Found,2010,0.0,0.0
Northwest Africa 6738,Valid,H~5,179.6,Found,2010,0.0,0.0
Northwest Africa 6739,Valid,H~5,133.4,Found,2010,0.0,0.0
Northwest Africa 6740,Valid,L~6,126.0,Found,2010,0.0,0.0
Northwest Africa 6741,Valid,L~6,585.0,Found,2010,0.0,0.0
Northwest Africa 6747,Valid,H~6,8300.0,Found,2009,0.0,0.0
Northwest Africa 6811,Valid,L6,1158.2,Found,2011,0.0,0.0
Northwest Africa 6812,Valid,H5,681.0,Found,2011,0.0,0.0
Northwest Africa 6813,Valid,LL6,155.8,Found,2011,0.0,0.0
Northwest Africa 6814,Valid,LL6,111.45,Found,2011,0.0,0.0
Northwest Africa 6815,Valid,H6,857.3,Found,2011,0.0,0.0
Northwest Africa 6816,Valid,L6,6859.4,Found,2011,0.0,0.0
Northwest Africa 6817,Valid,Howardite,1131.0,Found,2011,0.0,0.0
Northwest Africa 6818,Valid,Ureilite,132.45,Found,2010,0.0,0.0
Northwest Africa 6819,Valid,Diogenite-olivine,500.0,Found,2009,0.0,0.0
Northwest Africa 6820,Valid,Ureilite,20.62,Found,2010,0.0,0.0
Northwest Africa 6849,Valid,L5,4300.0,Found,2010,0.0,0.0
Northwest Africa 6850,Valid,L4,560.0,Found,2009,0.0,0.0
Northwest Africa 6851,Valid,LL6,207.7,Found,2003,0.0,0.0
Northwest Africa 6852,Valid,LL6,1009.0,Found,2011,0.0,0.0
Northwest Africa 6853,Valid,L~6,22.28,Found,,0.0,0.0
Northwest Africa 6860,Valid,R5,80.5,Found,2011,0.0,0.0
Northwest Africa 6861,Valid,CM2,10.3,Found,2011,0.0,0.0
Northwest Africa 6862,Valid,CM2,39.4,Found,2011,0.0,0.0
Northwest Africa 6863,Valid,CV3,76.7,Found,2011,0.0,0.0
Northwest Africa 6865,Valid,LL6,64.0,Found,2011,0.0,0.0
Northwest Africa 6868,Valid,LL6,747.0,Found,2011,0.0,0.0
Northwest Africa 6871,Valid,Ureilite,119.0,Found,2011,0.0,0.0
Northwest Africa 6872,Valid,L6-melt breccia,29.0,Found,2004,0.0,0.0
Northwest Africa 6874,Valid,Brachinite,90.0,Found,2011,0.0,0.0
Northwest Africa 6875,Valid,Lodranite,300.0,Found,2011,0.0,0.0
Northwest Africa 6887,Valid,Eucrite,120.0,Found,2011,0.0,0.0
Northwest Africa 6888,Valid,Lunar,208.0,Found,2011,24.64283,-14.68783
Northwest Africa 6901,Valid,Achondrite-prim,1197.0,Found,2011,0.0,0.0
Northwest Africa 6902,Valid,H5,73.0,Found,2007,0.0,0.0
Northwest Africa 6903,Valid,"Iron, IIIAB",50000.0,Found,2008,32.37167,-6.36
Northwest Africa 6904,Valid,LL6,115.0,Found,2011,0.0,0.0
Northwest Africa 6905,Valid,EL6,113.6,Found,2008,0.0,0.0
Northwest Africa 6906,Valid,EL6,140.0,Found,2008,0.0,0.0
Northwest Africa 6907,Valid,LL5,240.0,Found,2006,0.0,0.0
Northwest Africa 6908,Valid,CM2,52.68,Found,2010,0.0,0.0
Northwest Africa 6909,Valid,Eucrite,188.0,Found,2009,0.0,0.0
Northwest Africa 6911,Valid,Diogenite,13.58,Found,2011,0.0,0.0
Northwest Africa 6912,Valid,Eucrite-pmict,27.55,Found,2011,0.0,0.0
Northwest Africa 6913,Valid,Eucrite-pmict,35.96,Found,2011,0.0,0.0
Northwest Africa 6914,Valid,Eucrite-pmict,40.22,Found,2011,0.0,0.0
Northwest Africa 6915,Valid,Ureilite,89.6,Found,2011,0.0,0.0
Northwest Africa 6916,Valid,Eucrite,520.0,Found,2011,0.0,0.0
Northwest Africa 6917,Valid,Eucrite,488.0,Found,2011,0.0,0.0
Northwest Africa 6918,Valid,Eucrite,153.6,Found,2010,0.0,0.0
Northwest Africa 6919,Valid,Eucrite,95.0,Found,2011,0.0,0.0
Northwest Africa 6920,Valid,Howardite,1468.0,Found,2011,0.0,0.0
Northwest Africa 6923,Valid,Eucrite-pmict,562.0,Found,2011,0.0,0.0
Northwest Africa 6926,Valid,Achondrite-ung,220.0,Found,2011,0.0,0.0
Northwest Africa 6927,Valid,Diogenite,114.0,Found,2011,0.0,0.0
Northwest Africa 6928,Valid,Diogenite-an,223.0,Found,2011,0.0,0.0
Northwest Africa 6929,Valid,H4,165.0,Found,2011,0.0,0.0
Northwest Africa 6931,Valid,"Iron, IAB-MG",20620.0,Found,2007,0.0,0.0
Northwest Africa 6932,Valid,"Iron, ungrouped",32000.0,Found,2008,0.0,0.0
Northwest Africa 6946,Valid,L6,71.0,Found,2010,0.0,0.0
Northwest Africa 6947,Valid,H5,115777.0,Found,2011,0.0,0.0
Northwest Africa 6948,Valid,L5-melt breccia,56.0,Found,2011,0.0,0.0
Northwest Africa 6949,Valid,Winonaite,418.0,Found,2011,0.0,0.0
Northwest Africa 6950,Valid,Lunar (gabbro),1649.0,Found,2011,0.0,0.0
Northwest Africa 6951,Valid,L5,1481.0,Found,2010,0.0,0.0
Northwest Africa 6952,Valid,L4,673.0,Found,2010,0.0,0.0
Northwest Africa 6953,Valid,Mesosiderite,4160.0,Found,2011,0.0,0.0
Northwest Africa 6955,Valid,LL6,280.0,Found,2011,0.0,0.0
Northwest Africa 6956,Valid,L6,1350.0,Found,2011,0.0,0.0
Northwest Africa 6959,Valid,R5,88.3,Found,2011,0.0,0.0
Northwest Africa 6961,Valid,H4,5104.0,Found,2011,0.0,0.0
Northwest Africa 6962,Valid,Achondrite-ung,59.8,Found,2011,0.0,0.0
Northwest Africa 6963,Valid,Martian (shergottite),8000.0,Found,2011,28.002467,-11.131583
Northwest Africa 6989,Valid,H7,118.0,Found,2011,0.0,0.0
Northwest Africa 6990,Valid,LL7,395.0,Found,2011,0.0,0.0
Northwest Africa 6991,Valid,CV3,487.0,Found,2010,0.0,0.0
Northwest Africa 6992,Valid,CR2,237.0,Found,2011,0.0,0.0
Northwest Africa 6993,Valid,L6,47.7,Found,2005,0.0,0.0
Northwest Africa 6994,Valid,H4,20.54,Found,2005,0.0,0.0
Northwest Africa 6995,Valid,LL4,17.43,Found,2005,0.0,0.0
Northwest Africa 6996,Valid,L6,1533.74,Found,2000,0.0,0.0
Northwest Africa 6997,Valid,L4-5,110.5,Found,2004,0.0,0.0
Northwest Africa 6998,Valid,H4,85.34,Found,2004,0.0,0.0
Northwest Africa 6999,Valid,L/LL4,7465.0,Found,2000,0.0,0.0
Northwest Africa 7000,Valid,L4,8880.0,Found,2002,0.0,0.0
Northwest Africa 7001,Valid,H5,248.5,Found,2000,0.0,0.0
Northwest Africa 7002,Valid,LL6,53.0,Found,2011,0.0,0.0
Northwest Africa 7003,Valid,LL4-5,38.2,Found,2011,0.0,0.0
Northwest Africa 7004,Valid,H4,142.0,Found,2011,0.0,0.0
Northwest Africa 7007,Valid,Lunar (gabbro),91.0,Found,2011,0.0,0.0
Northwest Africa 7008,Valid,Brachinite,10.8,Found,2011,0.0,0.0
Northwest Africa 7009,Valid,CV3,1007.0,Found,2011,0.0,0.0
Northwest Africa 7010,Valid,L5,314.0,Found,2011,0.0,0.0
Northwest Africa 7011,Valid,LL6,312.0,Found,2011,0.0,0.0
Northwest Africa 7012,Valid,Eucrite-pmict,42.8,Found,2011,0.0,0.0
Northwest Africa 7013,Valid,Eucrite-mmict,102.0,Found,2011,0.0,0.0
Northwest Africa 7014,Valid,Eucrite-mmict,116.0,Found,2011,0.0,0.0
Northwest Africa 7015,Valid,LL4,888.0,Found,2011,0.0,0.0
Northwest Africa 7016,Valid,H6,571.0,Found,2011,0.0,0.0
Northwest Africa 7017,Valid,L6,4669.5,Found,2011,0.0,0.0
Northwest Africa 7018,Valid,H6,443.0,Found,2011,0.0,0.0
Northwest Africa 7022,Valid,Lunar (feldsp. breccia),444.0,Found,2011,0.0,0.0
Northwest Africa 7023,Valid,Eucrite-pmict,473.0,Found,2003,0.0,0.0
Northwest Africa 7026,Valid,L6-melt breccia,629.0,Found,2011,0.0,0.0
Northwest Africa 7032,Valid,Martian (shergottite),85.0,Found,2011,0.0,0.0
Northwest Africa 7033,Valid,H4-melt breccia,468.0,Found,2011,0.0,0.0
Northwest Africa 7034,Valid,Martian (basaltic breccia),319.8,Found,2011,0.0,0.0
Northwest Africa 7035,Valid,Eucrite-mmict,816.0,Found,2012,0.0,0.0
Northwest Africa 7036,Valid,Eucrite-pmict,95.0,Found,2011,0.0,0.0
Northwest Africa 7037,Valid,L4,253.0,Found,2011,0.0,0.0
Northwest Africa 7040,Valid,H3.4,1740.0,Found,2011,0.0,0.0
Northwest Africa 7041,Valid,LL6,127.0,Found,2011,0.0,0.0
Northwest Africa 7042,Valid,Martian (shergottite),3033.0,Found,2011,0.0,0.0
Northwest Africa 7043,Valid,CV3,166.0,Found,2011,0.0,0.0
Northwest Africa 7044,Valid,H6,1443.0,Found,2011,0.0,0.0
Northwest Africa 7045,Valid,"Pallasite, PMG",1127.0,Found,2011,0.0,0.0
Northwest Africa 7046,Valid,H4,1819.0,Found,2011,0.0,0.0
Northwest Africa 7059,Valid,Ureilite,11730.0,Found,2008,0.0,0.0
Northwest Africa 7061,Valid,LL6,134.2,Found,2011,0.0,0.0
Northwest Africa 7062,Valid,Eucrite-mmict,62.9,Found,2011,0.0,0.0
Northwest Africa 7063,Valid,L6,188.0,Found,2009,0.0,0.0
Northwest Africa 7064,Valid,L6,115.0,Found,2008,0.0,0.0
Northwest Africa 7069,Valid,L5,882.0,Found,2011,0.0,0.0
Northwest Africa 7070,Valid,L3,1142.0,Found,2011,0.0,0.0
Northwest Africa 7071,Valid,LL6,236.0,Found,2011,0.0,0.0
Northwest Africa 7072,Valid,L6,507.0,Found,2011,0.0,0.0
Northwest Africa 7073,Valid,L6,1575.0,Found,2011,0.0,0.0
Northwest Africa 7074,Valid,H4,782.0,Found,2011,0.0,0.0
Northwest Africa 7075,Valid,L3,2815.0,Found,2011,0.0,0.0
Northwest Africa 7076,Valid,L4/5,32.0,Found,2011,0.0,0.0
Northwest Africa 7077,Valid,CV3,134.0,Found,2011,0.0,0.0
Northwest Africa 7079,Valid,H3,134.0,Found,2011,0.0,0.0
Northwest Africa 7080,Valid,L6-melt breccia,116.0,Found,2011,0.0,0.0
Northwest Africa 7081,Valid,L6,292.0,Found,2011,0.0,0.0
Northwest Africa 7082,Valid,H6,159.0,Found,2011,0.0,0.0
Northwest Africa 7083,Valid,CO3,55.0,Found,2011,0.0,0.0
Northwest Africa 7084,Valid,LL6-melt breccia,72.0,Found,2011,0.0,0.0
Northwest Africa 7085,Valid,L6-melt breccia,53.0,Found,2011,0.0,0.0
Northwest Africa 7086,Valid,CK4,20.0,Found,2011,0.0,0.0
Northwest Africa 7087,Valid,LL6,119.0,Found,2011,0.0,0.0
Northwest Africa 7088,Valid,LL5/6,72.0,Found,2011,0.0,0.0
Northwest Africa 7089,Valid,H4,647.0,Found,2011,0.0,0.0
Northwest Africa 7090,Valid,L3,379.0,Found,2011,0.0,0.0
Northwest Africa 7091,Valid,L4/5,76.0,Found,2011,0.0,0.0
Northwest Africa 7092,Valid,H4,59.0,Found,2011,0.0,0.0
Northwest Africa 7093,Valid,L6,40.0,Found,2011,0.0,0.0
Northwest Africa 7094,Valid,L3,7.0,Found,2011,0.0,0.0
Northwest Africa 7095,Valid,CV3,13.0,Found,2011,0.0,0.0
Northwest Africa 7096,Valid,H4,20.0,Found,2011,0.0,0.0
Northwest Africa 7097,Valid,Eucrite-pmict,26.0,Found,2011,0.0,0.0
Northwest Africa 7098,Valid,Eucrite-pmict,48.0,Found,2011,0.0,0.0
Northwest Africa 7099,Valid,LL6,36.0,Found,2011,0.0,0.0
Northwest Africa 7100,Valid,H3,73.0,Found,2011,0.0,0.0
Northwest Africa 7101,Valid,L6,64.0,Found,2011,0.0,0.0
Northwest Africa 7102,Valid,L3,42.0,Found,2011,0.0,0.0
Northwest Africa 7103,Valid,CO3,13.0,Found,2011,0.0,0.0
Northwest Africa 7104,Valid,CV3,782.0,Found,2010,0.0,0.0
Northwest Africa 7105,Valid,L3,216.0,Found,2010,0.0,0.0
Northwest Africa 7106,Valid,L3,115.0,Found,2010,0.0,0.0
Northwest Africa 7107,Valid,CV3,146.0,Found,2010,0.0,0.0
Northwest Africa 7108,Valid,CV3,59.0,Found,2011,0.0,0.0
Northwest Africa 7109,Valid,L5,1440.5,Found,2011,0.0,0.0
Northwest Africa 7110,Valid,CV3,220.0,Found,2011,0.0,0.0
Northwest Africa 7111,Valid,Ureilite,59.0,Found,2011,0.0,0.0
Northwest Africa 7112,Valid,L6,1000.0,Found,2011,0.0,0.0
Northwest Africa 7113,Valid,L4,53.0,Found,2011,0.0,0.0
Northwest Africa 7114,Valid,H4,78.3,Found,2011,0.0,0.0
Northwest Africa 7115,Valid,H4,10.7,Found,2011,0.0,0.0
Northwest Africa 7116,Valid,EL6,12.1,Found,2011,0.0,0.0
Northwest Africa 7117,Valid,LL5,64.0,Found,2011,0.0,0.0
Northwest Africa 7119,Valid,Mesosiderite,2254.0,Found,2011,0.0,0.0
Northwest Africa 7120,Valid,L3-melt breccia,1604.0,Found,2011,0.0,0.0
Northwest Africa 7121,Valid,CM2,16.1,Found,2011,0.0,0.0
Northwest Africa 7122,Valid,L4,2377.0,Found,2011,0.0,0.0
Northwest Africa 7125,Valid,LL6,26.6,Found,2011,0.0,0.0
Northwest Africa 7128,Valid,LL4,260.0,Found,2011,0.0,0.0
Northwest Africa 7129,Valid,Achondrite-ung,50.0,Found,2011,0.0,0.0
Northwest Africa 7131,Valid,CM2,40.0,Found,2011,0.0,0.0
Northwest Africa 7132,Valid,Mesosiderite,143.0,Found,2010,0.0,0.0
Northwest Africa 7133,Valid,CO3.1,63.9,Found,2010,0.0,0.0
Northwest Africa 7134,Valid,LL3.8,263.0,Found,2010,0.0,0.0
Northwest Africa 7136,Valid,H4,1300.0,Found,2010,0.0,0.0
Northwest Africa 7137,Valid,LL5,36.6,Found,2010,0.0,0.0
Northwest Africa 7138,Valid,CM2,19.01,Found,2010,0.0,0.0
Northwest Africa 7139,Valid,Eucrite-pmict,4.11,Found,2010,0.0,0.0
Northwest Africa 7140,Valid,L5,223.0,Found,2010,0.0,0.0
Northwest Africa 7143,Valid,LL6,580.0,Found,2011,0.0,0.0
Northwest Africa 7144,Valid,H4,43418.0,Found,2011,0.0,0.0
Northwest Africa 7146,Valid,LL5,188.0,Found,2011,0.0,0.0
Northwest Africa 7148,Valid,LL5,3099.0,Found,2011,0.0,0.0
Northwest Africa 7149,Valid,H4,2318.0,Found,2011,0.0,0.0
Northwest Africa 7150,Valid,H4,45326.0,Found,2011,0.0,0.0
Northwest Africa 7175,Valid,LL6,400.0,Found,2006,0.0,0.0
Northwest Africa 7176,Valid,L3,160.1,Found,2010,26.01043,-10.33618
Northwest Africa 7177,Valid,LL6,17.3,Found,2011,0.0,0.0
Northwest Africa 7178,Valid,H5,191.34,Found,2011,0.0,0.0
Northwest Africa 7179,Valid,H4,153.57,Found,2011,0.0,0.0
Northwest Africa 7180,Valid,H3.6,240.5,Found,2011,0.0,0.0
Northwest Africa 7181,Valid,L3.5,543.0,Found,2011,0.0,0.0
Northwest Africa 7182,Valid,Martian (shergottite),17.0,Found,2011,0.0,0.0
Northwest Africa 7185,Valid,CV3,1446.0,Found,2009,0.0,0.0
Northwest Africa 7186,Valid,CV3,411.0,Found,2010,0.0,0.0
Northwest Africa 7189,Valid,H4,2467.0,Found,2011,0.0,0.0
Northwest Africa 7190,Valid,Lunar (feldsp. breccia),5.28,Found,2011,0.0,0.0
Northwest Africa 7191,Valid,L-melt rock,137.0,Found,2012,0.0,0.0
Northwest Africa 7192,Valid,LL4,1780.0,Found,2012,0.0,0.0
Northwest Africa 7194,Valid,R4,141.6,Found,2012,0.0,0.0
Northwest Africa 7195,Valid,Ureilite,60.1,Found,2011,0.0,0.0
Northwest Africa 7196,Valid,LL6,385.0,Found,2009,0.0,0.0
Northwest Africa 7197,Valid,L3.8,1148.5,Found,2009,0.0,0.0
Northwest Africa 7198,Valid,H4,108.0,Found,2011,0.0,0.0
Northwest Africa 7199,Valid,H4,78.0,Found,2011,0.0,0.0
Northwest Africa 7200,Valid,H5,1692.0,Found,2011,0.0,0.0
Northwest Africa 7201,Valid,L3,89.0,Found,2011,0.0,0.0
Northwest Africa 7202,Valid,L6,691.0,Found,2011,0.0,0.0
Northwest Africa 7203,Valid,Angrite,107.0,Found,2011,0.0,0.0
Northwest Africa 7204,Valid,L4,440.0,Found,2005,0.0,0.0
Northwest Africa 7205,Valid,L5,375.0,Found,2005,0.0,0.0
Northwest Africa 7206,Valid,Eucrite-pmict,22.0,Found,2011,0.0,0.0
Northwest Africa 7207,Valid,CV3,92.0,Found,2010,0.0,0.0
Northwest Africa 7208,Valid,CV3,39.0,Found,2010,0.0,0.0
Northwest Africa 7209,Valid,CO3,268.0,Found,2008,0.0,0.0
Northwest Africa 721,Valid,CR2,194.0,Found,2001,0.0,0.0
Northwest Africa 7210,Valid,CM2,24.0,Found,2006,0.0,0.0
Northwest Africa 7211,Valid,LL4,51.6,Found,2011,0.0,0.0
Northwest Africa 7212,Valid,H4,301.3,Found,2012,0.0,0.0
Northwest Africa 7213,Valid,LL3,93.2,Found,2011,0.0,0.0
Northwest Africa 7214,Valid,Aubrite,2200.0,Found,2010,0.0,0.0
Northwest Africa 7215,Valid,L6,500.0,Found,2010,0.0,0.0
Northwest Africa 7216,Valid,Ureilite,70.0,Found,2010,0.0,0.0
Northwest Africa 7217,Valid,L3,200.0,Found,2010,0.0,0.0
Northwest Africa 7219,Valid,L6,520.0,Found,2010,0.0,0.0
Northwest Africa 722,Valid,L-imp melt,1280.0,Found,2000,31.15,-4.25
Northwest Africa 7220,Valid,L5,310.0,Found,2011,0.0,0.0
Northwest Africa 7221,Valid,L5,150.0,Found,2011,0.0,0.0
Northwest Africa 7224,Valid,Ureilite,26.0,Found,2010,0.0,0.0
Northwest Africa 7227,Valid,CV3,341.0,Found,2011,0.0,0.0
Northwest Africa 7228,Valid,H4/5,2715.0,Found,2011,0.0,0.0
Northwest Africa 723,Valid,CV3,395.0,Found,2000,29.88333,-5.5
Northwest Africa 7231,Valid,Eucrite-pmict,191.0,Found,2011,0.0,0.0
Northwest Africa 7232,Valid,H4/5,87.0,Found,2011,0.0,0.0
Northwest Africa 7234,Valid,Eucrite-pmict,131.0,Found,2011,0.0,0.0
Northwest Africa 7235,Valid,LL6,1830.0,Found,2011,0.0,0.0
Northwest Africa 7236,Valid,L6,505.0,Found,2011,0.0,0.0
Northwest Africa 7237,Valid,L6,558.0,Found,2011,0.0,0.0
Northwest Africa 7238,Valid,L4,124.0,Found,2011,0.0,0.0
Northwest Africa 7239,Valid,L4,988.0,Found,2011,0.0,0.0
Northwest Africa 724,Valid,LL3,1200.0,Found,,30.23333,-5.86667
Northwest Africa 7240,Valid,L4,54.0,Found,2011,0.0,0.0
Northwest Africa 7241,Valid,L4,42.0,Found,2011,0.0,0.0
Northwest Africa 7242,Valid,H4/5,23.0,Found,2011,0.0,0.0
Northwest Africa 7243,Valid,H5-melt breccia,32.0,Found,2011,0.0,0.0
Northwest Africa 7245,Valid,L5/6,1183.0,Found,2010,0.0,0.0
Northwest Africa 7249,Valid,L5,6760.0,Found,2012,0.0,0.0
Northwest Africa 725,Valid,Acapulcoite,3824.0,Found,,30.6,-5.05
Northwest Africa 7250,Valid,LL6,816.0,Found,2012,0.0,0.0
Northwest Africa 7251,Valid,L-melt rock,13000.0,Found,2012,0.0,0.0
Northwest Africa 7252,Valid,CK5,276.0,Found,2007,0.0,0.0
Northwest Africa 7253,Valid,Eucrite,404.0,Found,2012,0.0,0.0
Northwest Africa 7254,Valid,L3.4,1447.0,Found,2004,0.0,0.0
Northwest Africa 7255,Valid,CO3.5,607.0,Found,2004,0.0,0.0
Northwest Africa 7256,Valid,CV3,4932.0,Found,2004,0.0,0.0
Northwest Africa 7257,Valid,Martian (shergottite),180.0,Found,2012,0.0,0.0
